field,feature_id,marker,median,q05,q10,q25,q75,q90,q95,q025,q975,iqr,q90_width,q95_width,valid_fraction,same_day_fraction_if_relevant,edge_hit_fraction,bootstrap_stability_label
Jw,8,t15,36.0,32.0,32.0,34.0,37.0,38.0,46.0,30.0,48.0,3.0,14.0,18.0,1.0,0.228,0.039,unstable_feature_marker
Jw,8,t20,37.0,32.0,33.0,35.0,38.0,44.0,48.0,30.0,49.0,3.0,16.0,19.0,1.0,0.246,0.031,unstable_feature_marker
Jw,8,t25,37.0,32.0,33.0,36.0,39.0,47.0,49.0,30.0,50.0,3.0,17.0,20.0,1.0,0.256,0.03,unstable_feature_marker
Jw,8,t30,37.0,32.0,33.0,36.0,40.0,48.0,49.0,30.0,50.02499999999998,4.0,17.0,20.024999999999977,1.0,0.23,0.028,unstable_feature_marker
Jw,8,t35,38.0,32.0,34.0,36.0,45.0,49.0,50.0,30.0,51.0,9.0,18.0,21.0,1.0,0.145,0.028,unstable_feature_marker
Jw,8,t40,38.0,33.0,35.0,37.0,47.0,49.0,51.0,31.0,52.0,10.0,18.0,21.0,1.0,0.171,0.024,unstable_feature_marker
Jw,8,t45,39.0,33.0,35.0,37.0,48.0,50.0,51.0,32.0,52.0,11.0,18.0,20.0,1.0,0.067,0.021,unstable_feature_marker
Jw,8,t50,39.0,33.0,36.0,37.0,48.0,50.0,52.0,32.0,52.0,11.0,19.0,20.0,1.0,0.076,0.021,unstable_feature_marker
Jw,8,t75,48.0,35.0,37.0,39.0,51.0,53.0,53.0,32.0,54.0,12.0,18.0,22.0,1.0,0.079,0.018,unstable_feature_marker
Jw,8,peak_raw,38.0,31.0,32.0,32.0,49.0,52.0,59.0,31.0,60.0,17.0,28.0,29.0,1.0,0.047,0.049,unstable_feature_marker
Jw,8,peak_smooth3,38.0,32.0,32.0,36.0,49.0,50.0,52.0,32.0,57.0,13.0,20.0,25.0,1.0,0.143,0.0,unstable_feature_marker
Jw,8,duration_25_75,5.0,1.0,1.0,2.0,13.0,16.0,17.0,0.0,19.0,11.0,16.0,19.0,1.0,0.042,0.0,unstable_feature_marker
Jw,8,tail_50_75,2.0,0.0,0.0,1.0,3.0,12.0,14.0,0.0,16.0,2.0,14.0,16.0,1.0,0.229,0.0,unstable_feature_marker
Jw,8,early_span_25_50,2.0,0.0,0.0,1.0,6.0,12.0,14.049999999999955,0.0,17.0,5.0,14.049999999999955,17.0,1.0,0.172,0.0,unstable_feature_marker
Jw,9,departure90,40.0,37.0,37.0,37.0,43.0,48.0,52.0,37.0,54.52499999999998,6.0,15.0,17.524999999999977,0.98,0.08,0.0,unstable_feature_marker
Jw,9,departure95,40.0,37.0,37.0,37.0,43.0,49.0,52.0,37.0,55.0,6.0,15.0,18.0,0.967,0.061,0.0,unstable_feature_marker
Jw,9,t10,33.0,30.0,30.0,30.0,35.0,37.0,38.049999999999955,30.0,40.0,5.0,8.049999999999955,10.0,1.0,0.046,0.421,unstable_feature_marker
Jw,9,t15,34.0,30.0,30.0,30.0,36.0,39.0,41.0,30.0,42.0,6.0,11.0,12.0,1.0,0.097,0.377,unstable_feature_marker
Jw,9,t20,34.0,30.0,30.0,30.0,36.0,40.0,42.0,30.0,43.0,6.0,12.0,13.0,1.0,0.085,0.349,unstable_feature_marker
Jw,9,t25,35.0,30.0,30.0,30.0,38.0,41.0,43.0,30.0,46.0,8.0,13.0,16.0,1.0,0.112,0.312,unstable_feature_marker
Jw,9,t30,35.0,30.0,30.0,30.0,39.0,42.0,43.049999999999955,30.0,48.02499999999998,9.0,13.049999999999955,18.024999999999977,1.0,0.093,0.288,unstable_feature_marker
Jw,9,t35,36.0,30.0,30.0,30.0,40.0,42.0,44.0,30.0,49.0,10.0,14.0,19.0,1.0,0.102,0.267,unstable_feature_marker
Jw,9,t40,36.0,30.0,30.0,31.0,40.0,43.0,46.049999999999955,30.0,50.0,9.0,16.049999999999955,20.0,1.0,0.095,0.244,unstable_feature_marker
Jw,9,t45,37.0,30.0,30.0,32.0,41.0,44.0,49.0,30.0,52.0,9.0,19.0,22.0,1.0,0.072,0.22,unstable_feature_marker
Jw,9,t50,37.0,30.0,30.0,33.0,42.0,45.0,50.0,30.0,52.0,9.0,20.0,22.0,1.0,0.078,0.208,unstable_feature_marker
Jw,9,t75,40.0,30.0,30.0,35.0,44.0,51.0,53.049999999999955,30.0,55.0,9.0,23.049999999999955,25.0,1.0,0.058,0.149,unstable_feature_marker
Jw,9,peak_raw,42.0,32.0,35.0,40.0,48.0,52.0,56.0,31.975,56.0,8.0,24.0,24.025,1.0,0.223,0.002,unstable_feature_marker
Jw,9,peak_smooth3,42.0,34.0,36.0,41.0,48.0,53.0,55.049999999999955,32.0,57.0,7.0,21.049999999999955,25.0,1.0,0.141,0.0,unstable_feature_marker
Jw,9,duration_25_75,2.0,0.0,0.0,1.0,10.0,15.0,19.0,0.0,21.0,9.0,19.0,21.0,1.0,0.131,0.0,unstable_feature_marker
Jw,9,tail_50_75,1.0,0.0,0.0,0.0,2.0,10.0,13.049999999999955,0.0,15.0,2.0,13.049999999999955,15.0,1.0,0.334,0.0,unstable_feature_marker
Jw,9,early_span_25_50,1.0,0.0,0.0,0.0,2.0,11.0,13.0,0.0,18.0,2.0,13.0,18.0,1.0,0.309,0.0,unstable_feature_marker
Jw,10,departure90,38.0,37.0,37.0,37.0,40.0,42.0,42.0,37.0,43.0,3.0,5.0,6.0,0.997,0.155,0.0,moderately_stable_feature_marker
Jw,10,departure95,38.0,37.0,37.0,37.0,40.0,42.0,43.0,37.0,44.0,3.0,6.0,7.0,0.997,0.126,0.0,moderately_stable_feature_marker
Jw,10,t10,36.0,30.0,30.0,34.0,37.0,39.0,40.0,30.0,40.0,3.0,10.0,10.0,1.0,0.134,0.179,unstable_feature_marker
Jw,10,t15,37.0,30.0,30.0,34.0,39.0,40.0,41.0,30.0,41.0,5.0,11.0,11.0,1.0,0.137,0.137,unstable_feature_marker
Jw,10,t20,38.0,30.0,31.0,36.0,39.0,41.0,41.0,30.0,42.0,3.0,11.0,12.0,1.0,0.183,0.099,unstable_feature_marker
Jw,10,t25,38.0,30.0,33.0,36.0,40.0,41.0,42.0,30.0,42.0,4.0,12.0,12.0,1.0,0.163,0.076,unstable_feature_marker
Jw,10,t30,39.0,30.0,34.0,37.0,40.0,41.0,42.0,30.0,42.0,3.0,12.0,12.0,1.0,0.17,0.062,unstable_feature_marker
Jw,10,t35,39.0,30.0,35.0,38.0,41.0,42.0,42.0,30.0,43.0,3.0,12.0,13.0,1.0,0.169,0.054,unstable_feature_marker
Jw,10,t40,40.0,32.0,36.0,38.0,41.0,42.0,43.0,30.0,43.0,3.0,11.0,13.0,1.0,0.192,0.046,unstable_feature_marker
Jw,10,t45,40.0,33.0,37.0,39.0,42.0,42.0,43.0,30.0,44.0,3.0,10.0,14.0,1.0,0.183,0.04,unstable_feature_marker
Jw,10,t50,41.0,35.0,37.0,39.0,42.0,43.0,43.0,30.0,45.0,3.0,8.0,15.0,1.0,0.215,0.031,moderately_stable_feature_marker
Jw,10,t75,42.0,38.0,39.0,41.0,43.0,46.0,53.0,35.0,54.0,2.0,15.0,19.0,1.0,0.218,0.013,unstable_feature_marker
Jw,10,peak_raw,42.0,34.0,34.0,40.0,43.0,49.0,53.0,33.0,54.0,3.0,19.0,21.0,1.0,0.373,0.004,unstable_feature_marker
Jw,10,peak_smooth3,42.0,34.0,37.0,40.0,42.0,46.0,54.0,33.0,54.0,2.0,20.0,21.0,1.0,0.266,0.0,unstable_feature_marker
Jw,10,duration_25_75,3.0,1.0,2.0,2.0,5.0,12.0,14.0,0.0,16.0,3.0,13.0,16.0,1.0,0.208,0.0,unstable_feature_marker
Jw,10,tail_50_75,1.0,0.0,1.0,1.0,2.0,5.0,11.0,0.0,12.0,1.0,11.0,12.0,1.0,0.46,0.0,unstable_feature_marker
Jw,10,early_span_25_50,2.0,0.0,1.0,1.0,2.0,5.0,10.0,0.0,12.0,1.0,10.0,12.0,1.0,0.294,0.0,unstable_feature_marker
P,0,departure90,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,0.0,0.0,1.0,1.0,0.962,0.0,stable_feature_marker
P,0,departure95,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,0.0,0.0,1.0,1.0,0.962,0.0,stable_feature_marker
P,0,t10,37.0,36.0,36.0,36.0,37.0,38.0,39.0,35.0,39.0,1.0,3.0,4.0,1.0,0.462,0.002,stable_feature_marker
P,0,t15,37.0,36.0,37.0,37.0,38.0,39.0,40.0,36.0,40.0,1.0,4.0,4.0,1.0,0.461,0.0,moderately_stable_feature_marker
P,0,t20,38.0,37.0,37.0,37.0,39.0,40.0,41.0,37.0,41.0,2.0,4.0,4.0,1.0,0.361,0.0,moderately_stable_feature_marker
P,0,t25,39.0,37.0,37.0,38.0,40.0,41.0,41.0,37.0,42.0,2.0,4.0,5.0,1.0,0.262,0.0,moderately_stable_feature_marker
P,0,t30,39.0,38.0,38.0,38.0,40.0,41.0,42.0,37.0,43.0,2.0,4.0,6.0,1.0,0.33,0.0,moderately_stable_feature_marker
P,0,t35,40.0,38.0,38.0,39.0,41.0,42.0,43.0,38.0,45.0,2.0,5.0,7.0,1.0,0.251,0.0,moderately_stable_feature_marker
P,0,t40,40.0,38.0,39.0,39.0,41.0,43.0,44.0,38.0,47.0,2.0,6.0,9.0,1.0,0.292,0.0,moderately_stable_feature_marker
P,0,t45,41.0,39.0,39.0,40.0,42.0,44.0,46.0,38.0,48.0,2.0,7.0,10.0,1.0,0.21,0.0,moderately_stable_feature_marker
P,0,t50,41.0,39.0,39.0,40.0,42.0,45.0,47.0,39.0,48.02499999999998,2.0,8.0,9.024999999999977,1.0,0.239,0.0,moderately_stable_feature_marker
P,0,t75,44.0,40.0,41.0,42.0,49.0,50.0,51.0,40.0,51.0,7.0,11.0,11.0,1.0,0.084,0.0,unstable_feature_marker
P,0,peak_raw,41.0,38.0,39.0,40.0,44.0,49.0,50.0,37.0,51.0,4.0,12.0,14.0,1.0,0.212,0.0,unstable_feature_marker
P,0,peak_smooth3,41.0,38.0,39.0,40.0,42.0,49.0,50.0,37.0,50.0,2.0,12.0,13.0,1.0,0.262,0.0,unstable_feature_marker
P,0,duration_25_75,5.0,3.0,3.0,4.0,9.0,11.0,12.0,3.0,13.0,5.0,9.0,10.0,1.0,0.159,0.0,unstable_feature_marker
P,0,tail_50_75,3.0,1.0,1.0,2.0,5.0,7.0,8.0,1.0,9.0,3.0,7.0,8.0,1.0,0.165,0.0,moderately_stable_feature_marker
P,0,early_span_25_50,2.0,1.0,2.0,2.0,3.0,4.0,6.0,1.0,7.0,1.0,5.0,6.0,1.0,0.451,0.0,moderately_stable_feature_marker
P,1,departure90,37.0,37.0,37.0,37.0,37.0,37.0,38.0,37.0,39.0,0.0,1.0,2.0,1.0,0.925,0.0,stable_feature_marker
P,1,departure95,37.0,37.0,37.0,37.0,37.0,37.0,38.0,37.0,39.0,0.0,1.0,2.0,1.0,0.917,0.0,stable_feature_marker
P,1,t10,37.0,36.0,36.0,36.0,38.0,39.0,40.0,35.0,40.0,2.0,4.0,5.0,1.0,0.28,0.001,moderately_stable_feature_marker
P,1,t15,38.0,36.0,36.0,37.0,39.0,40.0,41.0,36.0,41.0,2.0,5.0,5.0,1.0,0.246,0.0,moderately_stable_feature_marker
P,1,t20,39.0,37.0,37.0,38.0,40.0,41.0,42.0,36.0,42.02499999999998,2.0,5.0,6.024999999999977,1.0,0.25,0.0,moderately_stable_feature_marker
P,1,t25,39.0,37.0,38.0,38.0,40.0,42.0,42.0,37.0,43.0,2.0,5.0,6.0,1.0,0.249,0.0,moderately_stable_feature_marker
P,1,t30,40.0,38.0,38.0,39.0,41.0,42.0,43.0,37.0,44.0,2.0,5.0,7.0,1.0,0.279,0.0,moderately_stable_feature_marker
P,1,t35,41.0,38.0,39.0,40.0,42.0,43.0,44.0,38.0,45.0,2.0,6.0,7.0,1.0,0.213,0.0,moderately_stable_feature_marker
P,1,t40,41.0,39.0,39.0,40.0,42.0,44.0,45.0,38.0,46.0,2.0,6.0,8.0,1.0,0.248,0.0,moderately_stable_feature_marker
P,1,t45,42.0,39.0,40.0,41.0,43.0,45.0,46.0,39.0,48.0,2.0,7.0,9.0,1.0,0.203,0.0,moderately_stable_feature_marker
P,1,t50,42.0,40.0,40.0,41.0,44.0,46.0,47.0,39.0,48.0,3.0,7.0,9.0,1.0,0.205,0.0,moderately_stable_feature_marker
P,1,t75,46.0,41.0,42.0,43.0,48.0,50.0,51.0,41.0,51.02499999999998,5.0,10.0,10.024999999999977,1.0,0.12,0.0,unstable_feature_marker
P,1,peak_raw,42.0,36.0,40.0,41.0,44.0,51.0,51.0,36.0,51.0,3.0,15.0,15.0,1.0,0.066,0.004,unstable_feature_marker
P,1,peak_smooth3,42.0,36.0,40.0,41.0,44.0,50.0,51.0,36.0,51.0,3.0,15.0,15.0,1.0,0.259,0.0,unstable_feature_marker
P,1,duration_25_75,6.0,3.0,4.0,5.0,8.0,10.0,11.0,3.0,13.0,3.0,8.0,10.0,1.0,0.143,0.0,moderately_stable_feature_marker
P,1,tail_50_75,3.0,1.0,2.0,2.0,4.0,6.0,7.0,1.0,8.0,2.0,6.0,7.0,1.0,0.259,0.0,moderately_stable_feature_marker
P,1,early_span_25_50,3.0,1.0,2.0,2.0,4.0,5.0,6.0,1.0,7.0,2.0,5.0,6.0,1.0,0.341,0.0,moderately_stable_feature_marker
P,2,departure90,37.0,37.0,37.0,37.0,37.0,39.0,40.0,37.0,41.0,0.0,3.0,4.0,1.0,0.792,0.0,stable_feature_marker
P,2,departure95,37.0,37.0,37.0,37.0,37.0,39.0,40.0,37.0,41.0,0.0,3.0,4.0,1.0,0.784,0.0,stable_feature_marker
P,2,t10,38.0,36.0,36.0,37.0,39.0,40.0,40.0,35.0,41.0,2.0,4.0,6.0,1.0,0.125,0.014,moderately_stable_feature_marker
P,2,t15,39.0,37.0,37.0,37.0,40.0,40.0,41.0,36.0,42.0,3.0,4.0,6.0,1.0,0.281,0.004,moderately_stable_feature_marker
P,2,t20,39.0,37.0,37.0,39.0,40.0,41.0,42.0,37.0,42.0,1.0,5.0,5.0,1.0,0.275,0.002,moderately_stable_feature_marker
P,2,t25,40.0,38.0,38.0,39.0,41.0,42.0,43.0,37.0,43.0,2.0,5.0,6.0,1.0,0.368,0.0,moderately_stable_feature_marker
P,2,t30,40.0,38.0,39.0,40.0,41.0,42.10000000000002,43.0,38.0,44.0,1.0,5.0,6.0,1.0,0.339,0.0,moderately_stable_feature_marker
P,2,t35,41.0,39.0,39.0,40.0,42.0,43.0,44.0,38.0,45.0,2.0,5.0,7.0,1.0,0.261,0.0,moderately_stable_feature_marker
P,2,t40,41.0,39.0,40.0,40.0,42.0,44.0,45.0,39.0,45.0,2.0,6.0,6.0,1.0,0.254,0.0,moderately_stable_feature_marker
P,2,t45,42.0,40.0,40.0,41.0,43.0,45.0,45.0,39.0,46.0,2.0,5.0,7.0,1.0,0.198,0.0,moderately_stable_feature_marker
P,2,t50,42.0,40.0,40.0,41.0,44.0,45.0,46.0,39.975,47.0,3.0,6.0,7.024999999999999,1.0,0.208,0.0,moderately_stable_feature_marker
P,2,t75,45.0,42.0,42.0,43.0,47.0,49.0,50.0,41.0,51.0,4.0,8.0,10.0,1.0,0.21,0.0,moderately_stable_feature_marker
P,2,peak_raw,41.0,37.0,40.0,40.0,45.0,46.0,48.049999999999955,37.0,51.0,5.0,11.049999999999955,14.0,1.0,0.117,0.0,unstable_feature_marker
P,2,peak_smooth3,42.0,40.0,40.0,41.0,45.0,46.0,48.0,38.0,50.0,4.0,8.0,12.0,1.0,0.096,0.0,moderately_stable_feature_marker
P,2,duration_25_75,5.0,3.0,3.0,4.0,6.0,8.0,9.0,2.9750000000000014,11.0,2.0,6.0,8.024999999999999,1.0,0.231,0.0,moderately_stable_feature_marker
P,2,tail_50_75,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,1.0,4.0,5.0,1.0,0.413,0.0,moderately_stable_feature_marker
P,2,early_span_25_50,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,5.0,1.0,4.0,4.0,1.0,0.449,0.0,moderately_stable_feature_marker
P,3,departure90,39.0,37.0,37.0,37.0,40.0,41.0,43.0,37.0,43.02499999999998,3.0,6.0,6.024999999999977,1.0,0.223,0.0,moderately_stable_feature_marker
P,3,departure95,39.0,37.0,37.0,37.0,40.0,41.0,43.0,37.0,44.0,3.0,6.0,7.0,1.0,0.245,0.0,moderately_stable_feature_marker
P,3,t10,39.0,35.0,36.0,37.0,40.0,41.0,42.0,32.0,43.0,3.0,7.0,11.0,1.0,0.205,0.02,moderately_stable_feature_marker
P,3,t15,40.0,37.0,37.0,39.0,41.0,42.0,43.0,36.0,44.0,2.0,6.0,8.0,1.0,0.248,0.004,moderately_stable_feature_marker
P,3,t20,41.0,37.0,39.0,39.0,41.0,43.0,44.0,37.0,44.02499999999998,2.0,7.0,7.024999999999977,1.0,0.304,0.002,moderately_stable_feature_marker
P,3,t25,41.0,39.0,39.0,40.0,42.0,44.0,44.0,38.0,45.0,2.0,5.0,7.0,1.0,0.335,0.001,moderately_stable_feature_marker
P,3,t30,41.0,39.0,40.0,41.0,43.0,44.0,45.0,39.0,45.0,2.0,6.0,6.0,1.0,0.356,0.001,moderately_stable_feature_marker
P,3,t35,42.0,40.0,40.0,41.0,43.0,44.0,45.0,39.0,45.0,2.0,5.0,6.0,1.0,0.203,0.001,moderately_stable_feature_marker
P,3,t40,42.0,40.0,41.0,41.0,44.0,45.0,45.0,40.0,46.0,3.0,5.0,6.0,1.0,0.194,0.001,moderately_stable_feature_marker
P,3,t45,43.0,41.0,41.0,42.0,44.0,45.0,46.0,40.0,46.0,2.0,5.0,6.0,1.0,0.188,0.0,moderately_stable_feature_marker
P,3,t50,43.0,41.0,41.0,42.0,45.0,45.0,46.0,41.0,47.0,3.0,5.0,6.0,1.0,0.187,0.0,moderately_stable_feature_marker
P,3,t75,45.0,43.0,44.0,45.0,47.0,48.0,48.0,42.0,49.0,2.0,5.0,7.0,1.0,0.329,0.0,moderately_stable_feature_marker
P,3,peak_raw,45.0,41.0,41.0,44.0,45.0,47.10000000000002,48.0,40.0,48.0,1.0,7.0,8.0,1.0,0.516,0.004,moderately_stable_feature_marker
P,3,peak_smooth3,45.0,40.0,41.0,44.0,46.0,47.0,48.0,40.0,48.0,2.0,8.0,8.0,1.0,0.149,0.0,moderately_stable_feature_marker
P,3,duration_25_75,4.0,2.0,3.0,4.0,5.0,6.0,7.0,2.0,8.0,1.0,5.0,6.0,1.0,0.321,0.0,moderately_stable_feature_marker
P,3,tail_50_75,2.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,0.452,0.0,stable_feature_marker
P,3,early_span_25_50,2.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,5.0,1.0,3.0,4.0,1.0,0.478,0.0,stable_feature_marker
P,4,departure90,40.0,37.0,37.0,39.0,43.0,45.0,45.0,37.0,46.0,4.0,8.0,9.0,1.0,0.16,0.0,moderately_stable_feature_marker
P,4,departure95,40.0,37.0,37.0,39.0,44.0,45.0,46.0,37.0,46.0,5.0,9.0,9.0,1.0,0.154,0.0,unstable_feature_marker
P,4,t10,35.0,34.0,34.0,34.0,36.0,41.0,43.0,34.0,44.0,2.0,9.0,10.0,1.0,0.341,0.0,unstable_feature_marker
P,4,t15,36.0,34.0,34.0,35.0,41.0,44.0,45.0,34.0,45.0,6.0,11.0,11.0,1.0,0.111,0.0,unstable_feature_marker
P,4,t20,40.0,34.0,35.0,36.0,42.25,45.0,45.0,34.0,45.0,6.25,11.0,11.0,1.0,0.084,0.0,unstable_feature_marker
P,4,t25,41.0,35.0,35.0,38.0,44.0,45.0,46.0,34.0,46.0,6.0,11.0,12.0,1.0,0.143,0.0,unstable_feature_marker
P,4,t30,42.0,35.0,36.0,40.0,45.0,45.0,46.0,35.0,46.0,5.0,11.0,11.0,1.0,0.073,0.0,unstable_feature_marker
P,4,t35,44.0,36.0,39.0,41.0,45.0,46.0,46.0,35.0,46.0,4.0,10.0,11.0,1.0,0.147,0.0,unstable_feature_marker
P,4,t40,44.5,38.0,40.0,41.0,45.0,46.0,46.0,36.0,47.0,4.0,8.0,11.0,1.0,0.0,0.0,moderately_stable_feature_marker
P,4,t45,45.0,39.0,40.0,42.0,45.0,46.0,47.0,37.0,47.0,3.0,8.0,10.0,1.0,0.347,0.0,moderately_stable_feature_marker
P,4,t50,45.0,40.0,41.0,44.0,46.0,46.0,47.0,39.0,47.0,2.0,7.0,8.0,1.0,0.329,0.0,moderately_stable_feature_marker
P,4,t75,46.0,45.0,45.0,46.0,47.0,48.0,49.0,43.975,51.0,1.0,4.0,7.024999999999999,1.0,0.409,0.0,moderately_stable_feature_marker
P,4,peak_raw,46.0,34.0,34.0,45.0,46.0,46.0,47.0,34.0,52.0,1.0,13.0,18.0,1.0,0.48,0.0,unstable_feature_marker
P,4,peak_smooth3,46.0,35.0,45.0,45.0,46.0,47.0,47.0,33.0,47.0,1.0,12.0,14.0,1.0,0.537,0.0,unstable_feature_marker
P,4,duration_25_75,5.0,1.0,2.0,3.0,7.0,11.0,12.0,1.0,13.024999999999977,4.0,11.0,12.024999999999977,1.0,0.135,0.0,unstable_feature_marker
P,4,tail_50_75,1.0,0.0,1.0,1.0,2.0,4.0,5.0,0.0,6.0,1.0,5.0,6.0,1.0,0.519,0.0,moderately_stable_feature_marker
P,4,early_span_25_50,3.0,1.0,1.0,1.0,5.0,9.0,11.0,0.0,12.0,4.0,10.0,12.0,1.0,0.125,0.0,unstable_feature_marker
P,5,departure90,39.0,37.0,37.0,37.0,41.0,46.0,47.39999999999998,37.0,51.0,4.0,10.399999999999977,14.0,0.993,0.132,0.0,unstable_feature_marker
P,5,departure95,39.0,37.0,37.0,37.0,41.0,47.0,48.0,37.0,51.0,4.0,11.0,14.0,0.993,0.134,0.0,unstable_feature_marker
P,5,t10,34.0,33.0,33.0,34.0,34.0,37.0,40.0,32.0,41.0,0.0,7.0,9.0,1.0,0.517,0.009,moderately_stable_feature_marker
P,5,t15,34.0,33.0,33.0,34.0,36.0,40.0,42.0,33.0,46.0,2.0,9.0,13.0,1.0,0.439,0.007,unstable_feature_marker
P,5,t20,35.0,33.0,33.0,34.0,39.0,42.0,46.0,33.0,47.0,5.0,13.0,14.0,1.0,0.156,0.006,unstable_feature_marker
P,5,t25,37.0,33.0,34.0,34.0,40.0,46.0,47.0,33.0,48.0,6.0,14.0,15.0,1.0,0.093,0.006,unstable_feature_marker
P,5,t30,37.0,33.0,34.0,34.0,41.0,46.0,47.0,33.0,50.02499999999998,7.0,14.0,17.024999999999977,1.0,0.097,0.006,unstable_feature_marker
P,5,t35,39.0,34.0,34.0,35.0,42.0,47.0,50.0,33.0,51.02499999999998,7.0,16.0,18.024999999999977,1.0,0.064,0.006,unstable_feature_marker
P,5,t40,40.0,34.0,34.0,36.0,44.0,47.0,51.0,33.0,52.0,8.0,17.0,19.0,1.0,0.128,0.006,unstable_feature_marker
P,5,t45,40.0,34.0,34.0,37.0,46.0,49.0,52.0,33.0,52.0,9.0,18.0,19.0,1.0,0.107,0.006,unstable_feature_marker
P,5,t50,41.0,34.0,34.0,38.0,46.0,51.0,52.0,34.0,52.0,8.0,18.0,18.0,1.0,0.109,0.006,unstable_feature_marker
P,5,t75,46.0,34.0,37.0,40.0,51.0,53.0,53.0,34.0,54.0,11.0,19.0,20.0,1.0,0.094,0.006,unstable_feature_marker
P,5,peak_raw,41.5,31.0,32.0,34.0,50.0,52.0,53.049999999999955,31.0,58.0,16.0,22.049999999999955,27.0,1.0,0.0,0.0,unstable_feature_marker
P,5,peak_smooth3,41.0,32.0,32.0,33.0,47.0,53.0,53.0,32.0,58.0,14.0,21.0,26.0,1.0,0.075,0.0,unstable_feature_marker
P,5,duration_25_75,6.0,1.0,1.0,3.0,11.0,14.0,17.0,0.0,19.0,8.0,16.0,19.0,1.0,0.105,0.0,unstable_feature_marker
P,5,tail_50_75,2.0,0.0,0.0,1.0,4.0,7.0,11.0,0.0,13.0,3.0,11.0,13.0,1.0,0.121,0.0,unstable_feature_marker
P,5,early_span_25_50,3.0,0.0,0.0,1.0,6.0,11.0,13.0,0.0,15.0,5.0,13.0,15.0,1.0,0.1,0.0,unstable_feature_marker
P,6,departure90,39.0,37.0,37.0,37.0,45.0,51.0,53.0,37.0,57.0,8.0,16.0,20.0,0.99,0.086,0.0,unstable_feature_marker
P,6,departure95,39.0,37.0,37.0,37.0,46.0,51.0,55.0,37.0,57.0,9.0,18.0,20.0,0.984,0.092,0.0,unstable_feature_marker
P,6,t10,33.0,31.0,32.0,33.0,34.0,37.0,38.0,30.0,40.0,1.0,7.0,10.0,1.0,0.473,0.035,moderately_stable_feature_marker
P,6,t15,33.0,31.0,32.0,33.0,36.0,39.0,41.049999999999955,30.0,45.0,3.0,10.049999999999955,15.0,1.0,0.376,0.032,unstable_feature_marker
P,6,t20,34.0,32.0,32.0,33.0,38.0,42.10000000000002,46.0,30.0,48.0,5.0,14.0,18.0,1.0,0.19,0.031,unstable_feature_marker
P,6,t25,37.0,32.0,33.0,33.0,40.0,46.0,50.0,30.0,51.0,7.0,18.0,21.0,1.0,0.112,0.029,unstable_feature_marker
P,6,t30,37.0,32.0,33.0,34.0,43.0,47.0,51.0,30.0,51.0,9.0,19.0,21.0,1.0,0.137,0.029,unstable_feature_marker
P,6,t35,39.0,32.0,33.0,34.0,45.0,50.0,51.0,30.0,52.0,11.0,19.0,22.0,1.0,0.053,0.029,unstable_feature_marker
P,6,t40,40.0,32.0,33.0,37.0,46.0,51.0,52.0,30.0,52.02499999999998,9.0,20.0,22.024999999999977,1.0,0.1,0.029,unstable_feature_marker
P,6,t45,41.0,33.0,33.0,37.0,47.0,51.0,52.0,30.0,54.0,10.0,19.0,24.0,1.0,0.047,0.027,unstable_feature_marker
P,6,t50,42.0,33.0,33.0,37.0,48.0,52.0,53.0,30.0,54.0,11.0,20.0,24.0,1.0,0.015,0.026,unstable_feature_marker
P,6,t75,47.0,33.0,34.0,40.0,52.0,56.0,57.0,30.975,57.0,12.0,24.0,26.025,1.0,0.069,0.025,unstable_feature_marker
P,6,peak_raw,51.0,31.0,32.0,37.0,57.0,57.0,57.0,31.0,57.0,20.0,26.0,26.0,1.0,0.166,0.001,unstable_feature_marker
P,6,peak_smooth3,47.0,32.0,32.0,33.0,52.0,58.0,58.0,32.0,58.0,19.0,26.0,26.0,1.0,0.011,0.0,unstable_feature_marker
P,6,duration_25_75,7.0,0.0,1.0,3.0,14.0,20.0,22.0,0.0,23.0,11.0,22.0,23.0,1.0,0.055,0.0,unstable_feature_marker
P,6,tail_50_75,2.0,0.0,0.0,1.0,5.0,12.0,15.049999999999955,0.0,19.0,4.0,15.049999999999955,19.0,1.0,0.102,0.0,unstable_feature_marker
P,6,early_span_25_50,3.0,0.0,0.0,1.0,7.0,14.0,18.0,0.0,19.0,6.0,18.0,19.0,1.0,0.094,0.0,unstable_feature_marker
P,7,departure90,38.0,37.0,37.0,37.0,44.0,52.0,55.64999999999998,37.0,57.0,7.0,18.649999999999977,20.0,0.988,0.137,0.0,unstable_feature_marker
P,7,departure95,38.0,37.0,37.0,37.0,44.0,53.0,56.0,37.0,57.0,7.0,19.0,20.0,0.981,0.124,0.0,unstable_feature_marker
P,7,t10,33.0,30.0,30.0,30.0,35.0,37.0,37.0,30.0,38.0,5.0,7.0,8.0,1.0,0.251,0.364,moderately_stable_feature_marker
P,7,t15,33.0,30.0,30.0,30.0,37.0,37.0,38.0,30.0,40.0,7.0,8.0,10.0,1.0,0.226,0.331,moderately_stable_feature_marker
