pair,field_early_candidate,field_late_candidate,bootstrap_id,delta_late_minus_early,H_midpoint,P_midpoint,V_midpoint,Je_midpoint,Jw_midpoint,H_onset,H_finish,H_duration,five_field_midpoint_range,tail_type,tail_interpretation
V-Je,V,Je,759,-1.0,38.0,45.0,46.0,45.0,48.0,36.0,41.0,6.0,10.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,760,-1.0,39.0,45.0,46.0,45.0,41.0,36.0,54.0,19.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,761,0.0,39.0,44.0,47.0,47.0,44.0,36.0,41.0,6.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,763,-2.0,39.0,45.0,47.0,45.0,46.0,37.0,54.0,18.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,770,-4.0,38.0,48.0,48.0,44.0,44.0,36.0,40.0,5.0,10.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,772,-1.0,38.0,46.0,45.0,44.0,46.0,36.0,51.0,16.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,775,-2.0,38.0,45.0,48.0,46.0,43.0,36.0,40.0,5.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,776,-2.0,39.0,42.0,45.0,43.0,40.0,37.0,51.0,15.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,778,-1.0,38.0,46.0,48.0,47.0,48.0,36.0,40.0,5.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,779,-1.0,38.0,46.0,47.0,46.0,44.0,36.0,51.0,16.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,790,0.0,37.0,41.0,45.0,45.0,43.0,36.0,39.0,4.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,791,-3.0,39.0,48.0,48.0,45.0,45.0,37.0,53.0,17.0,9.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,794,0.0,39.0,41.0,45.0,45.0,44.0,36.0,53.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,795,0.0,39.0,44.0,46.0,46.0,41.0,37.0,54.0,18.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,798,0.0,40.0,44.0,46.0,46.0,43.0,37.0,51.0,15.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,799,-1.0,50.0,40.0,45.0,44.0,49.0,39.0,53.0,15.0,10.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,800,-3.0,39.0,45.0,48.0,45.0,42.0,37.0,54.0,18.0,9.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,801,-1.0,42.0,43.0,47.0,46.0,41.0,38.0,51.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,815,0.0,38.0,45.0,45.0,45.0,44.0,36.0,54.0,19.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,822,-1.0,38.0,45.0,45.0,44.0,45.0,36.0,40.0,5.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,824,0.0,39.0,44.0,45.0,45.0,41.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,828,-2.0,39.0,45.0,47.0,45.0,46.0,36.0,53.0,18.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,831,0.0,39.0,44.0,46.0,46.0,45.0,37.0,41.0,5.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,835,0.0,39.0,45.0,46.0,46.0,46.0,37.0,42.0,6.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,839,-2.0,37.0,45.0,46.0,44.0,43.0,36.0,39.0,4.0,9.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,840,-4.0,38.0,46.0,48.0,44.0,47.0,36.0,40.0,5.0,10.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,841,0.0,38.0,42.0,45.0,45.0,42.0,36.0,52.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,843,-1.0,38.0,46.0,47.0,46.0,43.0,36.0,39.0,4.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,850,0.0,38.0,46.0,47.0,47.0,44.0,36.0,40.0,5.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,856,-2.0,39.0,44.0,47.0,45.0,40.0,37.0,53.0,17.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,857,-1.0,39.0,45.0,47.0,46.0,43.0,37.0,50.0,14.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,858,-1.0,40.0,45.0,47.0,46.0,48.0,37.0,53.0,17.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,859,-1.0,41.0,45.0,46.0,45.0,42.0,37.0,50.0,14.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,861,0.0,37.0,44.0,46.0,46.0,41.0,36.0,38.0,3.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,863,0.0,38.0,45.0,45.0,45.0,43.0,36.0,40.0,5.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,864,-4.0,37.0,45.0,49.0,45.0,42.0,36.0,39.0,4.0,12.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,865,-1.0,37.0,45.0,47.0,46.0,49.0,36.0,39.0,4.0,12.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,867,0.0,43.0,45.0,44.0,44.0,44.0,38.0,52.0,15.0,2.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,872,-1.0,40.0,45.0,45.0,44.0,45.0,37.0,53.0,17.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,874,0.0,40.0,42.0,46.0,46.0,50.0,37.0,53.0,17.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,878,-1.0,38.0,43.0,47.0,46.0,42.0,36.0,41.0,6.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,879,-1.0,38.0,43.0,46.0,45.0,47.0,36.0,52.0,17.0,9.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,881,-1.0,38.0,43.0,47.0,46.0,48.0,36.0,41.0,6.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,884,0.0,38.0,44.0,46.0,46.0,40.0,36.0,54.0,19.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,886,0.0,38.0,42.0,45.0,45.0,42.0,37.0,41.0,5.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,887,0.0,37.0,45.0,46.0,46.0,41.0,35.0,38.0,4.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,890,0.0,37.0,44.0,45.0,45.0,43.0,36.0,39.0,4.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,892,0.0,38.0,45.0,47.0,47.0,40.0,37.0,41.0,5.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,895,0.0,38.0,44.0,46.0,46.0,40.0,37.0,41.0,5.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,896,0.0,38.0,45.0,46.0,46.0,44.0,37.0,41.0,5.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,901,-2.0,37.0,48.0,49.0,47.0,42.0,36.0,38.0,3.0,12.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,905,-2.0,40.0,45.0,47.0,45.0,41.0,36.0,53.0,18.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,919,0.0,38.0,44.0,45.0,45.0,42.0,36.0,41.0,6.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,926,0.0,38.0,44.0,45.0,45.0,46.0,36.0,51.0,16.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,927,-1.0,39.0,45.0,47.0,46.0,46.0,37.0,41.0,5.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,929,-2.0,42.0,44.0,49.0,47.0,43.0,37.0,49.0,13.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,932,-1.0,39.0,44.0,46.0,45.0,43.0,37.0,50.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,934,-3.0,38.0,43.0,48.0,45.0,42.0,36.0,40.0,5.0,10.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,935,0.0,39.0,43.0,46.0,46.0,42.0,37.0,51.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,936,-1.0,39.0,44.0,46.0,45.0,48.0,37.0,52.0,16.0,9.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,937,-2.0,49.0,42.0,47.0,45.0,45.0,45.0,52.0,8.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,940,0.0,43.0,45.0,46.0,46.0,46.0,39.0,51.0,13.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,946,0.0,38.0,45.0,47.0,47.0,41.0,36.0,42.0,7.0,9.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,950,0.0,38.0,46.0,46.0,46.0,42.0,36.0,39.0,4.0,8.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,951,0.0,36.0,45.0,46.0,46.0,39.0,35.0,38.0,4.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,952,-2.0,39.0,44.0,47.0,45.0,41.0,36.0,54.0,19.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,953,0.0,39.0,45.0,45.0,45.0,48.0,37.0,43.0,7.0,9.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,956,0.0,37.0,41.0,45.0,45.0,43.0,36.0,39.0,4.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,958,-2.0,39.0,45.0,47.0,45.0,44.0,37.0,44.0,8.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,960,-2.0,38.0,46.0,46.0,44.0,46.0,36.0,40.0,5.0,8.0,mixed_tail,Both V late-side and Je early-side effects occur in this tail sample.
V-Je,V,Je,966,-1.0,40.0,44.0,46.0,45.0,43.0,37.0,51.0,15.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,969,-2.0,38.0,45.0,48.0,46.0,41.0,37.0,41.0,5.0,10.0,early_field_late_tail,"V shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
V-Je,V,Je,972,0.0,50.0,45.0,47.0,47.0,44.0,40.0,52.0,13.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,977,-1.0,39.0,43.0,46.0,45.0,46.0,37.0,53.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,979,-1.0,40.0,44.0,45.0,44.0,45.0,37.0,52.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
V-Je,V,Je,987,0.0,52.0,40.0,44.0,44.0,40.0,36.0,54.0,19.0,12.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,996,0.0,50.0,41.0,44.0,44.0,41.0,39.0,52.0,14.0,9.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening V's lead."
V-Je,V,Je,999,0.0,40.0,42.0,45.0,45.0,45.0,37.0,53.0,17.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,2,-4.0,42.0,43.0,45.0,44.0,48.0,38.0,54.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,5,-1.0,39.0,45.0,45.0,46.0,47.0,36.0,51.0,16.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,8,0.0,40.0,45.0,45.0,44.0,44.0,37.0,51.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,9,-1.0,39.0,46.0,47.0,43.0,44.0,37.0,42.0,6.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening Jw's lead."
Jw-Je,Jw,Je,13,-3.0,52.0,41.0,44.0,45.0,48.0,37.0,54.0,18.0,11.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,17,-1.0,38.0,46.0,46.0,47.0,48.0,37.0,40.0,4.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,19,-5.0,39.0,46.0,46.0,44.0,49.0,36.0,51.0,16.0,10.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,28,0.0,39.0,44.0,44.0,45.0,45.0,36.0,53.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,30,-1.0,50.0,42.0,45.0,45.0,46.0,38.0,53.0,16.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,33,0.0,39.0,45.0,45.0,45.0,45.0,37.0,42.0,6.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,35,-5.0,49.0,44.0,47.0,45.0,50.0,39.0,52.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,39,-3.0,39.0,41.0,44.0,45.0,48.0,37.0,52.0,16.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,41,0.0,37.0,43.0,43.0,46.0,46.0,36.0,40.0,5.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,53,-2.0,39.0,45.0,45.0,46.0,48.0,37.0,52.0,16.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,54,-1.0,38.0,43.0,44.0,44.0,45.0,37.0,50.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,55,-1.0,40.0,46.0,46.0,45.0,46.0,37.0,52.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,60,0.0,39.0,42.0,44.0,45.0,45.0,36.0,53.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,63,-1.0,39.0,42.0,45.0,46.0,47.0,37.0,52.0,16.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,64,0.0,39.0,45.0,46.0,45.0,45.0,37.0,42.0,6.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,70,0.0,40.0,43.0,45.0,44.0,44.0,37.0,47.0,11.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,73,-1.0,39.0,43.0,45.0,46.0,47.0,37.0,51.0,15.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,76,-5.0,42.0,46.0,44.0,46.0,51.0,39.0,45.0,7.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,98,-1.0,52.0,41.0,43.0,42.0,43.0,42.0,54.0,13.0,11.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening Jw's lead."
Jw-Je,Jw,Je,102,-1.0,41.0,42.0,46.0,45.0,46.0,37.0,50.0,14.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,111,-2.0,39.0,43.0,45.0,45.0,47.0,37.0,53.0,17.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,115,-1.0,39.0,44.0,44.0,44.0,45.0,36.0,54.0,19.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,116,0.0,38.0,44.0,47.0,45.0,45.0,37.0,42.0,6.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,117,-1.0,41.0,44.0,45.0,45.0,46.0,37.0,53.0,17.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,118,0.0,40.0,42.0,44.0,45.0,45.0,37.0,44.0,8.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,124,0.0,38.0,44.0,47.0,45.0,45.0,36.0,40.0,5.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,126,0.0,38.0,43.0,44.0,45.0,45.0,36.0,40.0,5.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,135,0.0,38.0,42.0,45.0,45.0,45.0,36.0,51.0,16.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,138,-1.0,38.0,41.0,44.0,44.0,45.0,36.0,54.0,19.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,150,0.0,42.0,45.0,44.0,47.0,47.0,39.0,48.0,10.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,152,-1.0,38.0,42.0,45.0,49.0,50.0,36.0,51.0,16.0,12.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,153,0.0,41.0,45.0,46.0,48.0,48.0,38.0,50.0,13.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,157,-3.0,39.0,45.0,45.0,46.0,49.0,37.0,42.0,6.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,163,-2.0,38.0,45.0,44.0,46.0,48.0,36.0,40.0,5.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,185,-1.0,41.0,44.0,46.0,45.0,46.0,37.0,52.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,186,0.0,39.0,46.0,45.0,46.0,46.0,36.0,52.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,187,0.0,38.0,45.0,46.0,46.0,46.0,36.0,41.0,6.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,189,0.0,39.0,42.0,45.0,45.0,45.0,37.0,52.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,197,-2.0,45.0,43.0,44.0,44.0,46.0,37.0,52.0,16.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,199,-1.0,41.0,44.0,45.0,45.0,46.0,39.0,52.0,14.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,200,-2.0,39.0,42.0,45.0,46.0,48.0,37.0,51.0,15.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,201,-2.0,42.0,44.0,46.0,46.0,48.0,38.0,49.0,12.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,202,-2.0,43.0,45.0,45.0,43.0,45.0,37.0,54.0,18.0,2.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,203,-1.0,40.0,42.0,46.0,46.0,47.0,37.0,44.0,8.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,208,0.0,44.0,42.0,40.0,47.0,47.0,42.0,47.0,6.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,210,0.0,39.0,42.0,46.0,48.0,48.0,37.0,52.0,16.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,220,0.0,45.0,40.0,42.0,44.0,44.0,39.0,53.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,221,-1.0,39.0,44.0,45.0,44.0,45.0,37.0,54.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,224,0.0,50.0,43.0,42.0,46.0,46.0,38.0,53.0,16.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,225,0.0,41.0,44.0,45.0,45.0,45.0,38.0,44.0,7.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,226,-2.0,49.0,45.0,45.0,46.0,48.0,39.0,52.0,14.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,229,-1.0,36.0,45.0,50.0,44.0,45.0,35.0,37.0,3.0,14.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,236,0.0,40.0,43.0,45.0,46.0,46.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,238,-1.0,38.0,44.0,46.0,46.0,47.0,36.0,50.0,15.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,241,-1.0,50.0,42.0,44.0,44.0,45.0,37.0,53.0,17.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,244,-1.0,39.0,42.0,45.0,43.0,44.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,251,0.0,40.0,43.0,44.0,46.0,46.0,38.0,54.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,253,-1.0,38.0,42.0,45.0,45.0,46.0,36.0,41.0,6.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,260,0.0,37.0,43.0,46.0,45.0,45.0,36.0,39.0,4.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
